,time,inav,market_index,difference
150,2017-02-15 12:30:17.281210,9531.876644492575,9528.0,3.8766444925749965
151,2017-02-15 12:30:18.523972,9531.754818138983,9528.08,3.674818138983028
152,2017-02-15 12:30:19.872663,9531.815731315779,9528.23,3.5857313157794124
153,2017-02-15 12:30:22.281741,9531.693904962189,9528.69,3.003904962188244
154,2017-02-15 12:30:36.287939,9531.145686371028,9528.1,3.0456863710278412
155,2017-02-15 12:30:45.368932,9531.754818138983,9528.31,3.4448181389834645
156,2017-02-15 12:30:47.494016,9531.754818138983,9528.28,3.4748181389823003
157,2017-02-15 12:30:48.852082,9531.5111654318,9528.31,3.2011654318012006
158,2017-02-15 12:30:50.087825,9531.5111654318,9528.01,3.501165431800473
159,2017-02-15 12:30:51.574359,9531.5111654318,9527.92,3.5911654318006185
160,2017-02-15 12:30:52.866684,9531.389339078209,9528.1,3.289339078208286
161,2017-02-15 12:30:55.500272,9531.267512724618,9527.98,3.287512724618864
162,2017-02-15 12:31:00.179350,9531.084773194232,9526.88,4.204773194232985
163,2017-02-15 12:31:02.339214,9530.597467779868,9526.27,4.32746777986722
164,2017-02-15 12:31:03.726174,9530.597467779868,9526.27,4.32746777986722
165,2017-02-15 12:31:04.950954,9530.597467779868,9525.88,4.717467779868457
166,2017-02-15 12:31:06.766418,9530.536554603072,9525.75,4.786554603071636
167,2017-02-15 12:31:07.978461,9530.536554603072,9525.69,4.846554603071127
168,2017-02-15 12:31:11.883553,9530.841120487048,9525.36,5.481120487047519
169,2017-02-15 12:31:13.126207,9530.658380956662,9525.35,5.308380956661495
170,2017-02-15 12:31:14.357079,9530.658380956662,9525.41,5.248380956662004
171,2017-02-15 12:31:15.572853,9530.658380956662,9525.44,5.218380956661349
172,2017-02-15 12:31:16.933586,9530.902033663844,9525.29,5.612033663843249
173,2017-02-15 12:31:20.991019,9530.597467779868,9525.08,5.517467779867729
174,2017-02-15 12:31:22.467704,9530.597467779868,9525.08,5.517467779867729
175,2017-02-15 12:31:23.738376,9530.597467779868,9525.08,5.517467779867729
176,2017-02-15 12:31:25.010129,9530.597467779868,9525.14,5.457467779868239
177,2017-02-15 12:31:27.427342,9530.658380956662,9525.14,5.51838095666244
178,2017-02-15 12:31:28.741376,9530.536554603072,9524.59,5.94655460307149
179,2017-02-15 12:31:30.114282,9530.414728249481,9524.53,5.884728249480759
180,2017-02-15 12:31:31.363841,9530.414728249481,9524.56,5.854728249481923
181,2017-02-15 12:31:32.721150,9530.414728249481,9524.44,5.974728249480904
182,2017-02-15 12:31:36.225809,9530.414728249481,9524.19,6.224728249480904
183,2017-02-15 12:31:37.501105,9530.414728249481,9523.19,7.224728249480904
184,2017-02-15 12:31:39.003571,9530.414728249481,9522.49,7.924728249481632
185,2017-02-15 12:31:40.300608,9530.414728249481,9522.39,8.024728249481996
186,2017-02-15 12:31:41.786834,9530.475641426276,9522.28,8.19564142627496
187,2017-02-15 12:31:43.486038,9530.597467779868,9521.67,8.927467779867584
188,2017-02-15 12:31:45.376621,9530.597467779868,9520.7,9.897467779866929
189,2017-02-15 12:31:46.952467,9530.658380956662,9520.7,9.95838095666113
190,2017-02-15 12:31:48.216933,9530.719294133458,9520.41,10.309294133458025
191,2017-02-15 12:31:49.486469,9530.658380956662,9520.04,10.618380956660985
192,2017-02-15 12:31:50.709093,9530.658380956662,9519.96,10.698380956662731
193,2017-02-15 12:31:53.799486,9530.475641426276,9519.84,10.63564142627547
194,2017-02-15 12:31:55.432006,9530.414728249481,9519.76,10.654728249481195
195,2017-02-15 12:31:56.732396,9530.414728249481,9519.58,10.834728249481486
196,2017-02-15 12:31:58.055849,9530.414728249481,9519.39,11.024728249481996
197,2017-02-15 12:31:59.474546,9530.414728249481,9519.39,11.024728249481996
198,2017-02-15 12:32:02.957620,9530.353815072685,9519.39,10.963815072685975
199,2017-02-15 12:32:05.527097,9530.902033663844,9519.14,11.762033663844704
200,2017-02-15 12:32:06.882941,9531.267512724617,9518.77,12.497512724616172
201,2017-02-15 12:32:08.377777,9532.546689437322,9518.17,14.376689437322057
202,2017-02-15 12:32:10.522111,9532.485776260528,9518.19,14.295776260527418
203,2017-02-15 12:32:11.825395,9532.546689437324,9518.59,13.956689437323803
204,2017-02-15 12:32:13.143225,9532.485776260528,9518.46,14.0257762605288
205,2017-02-15 12:32:14.510484,9532.42486308373,9519.04,13.384863083729215
206,2017-02-15 12:32:15.822509,9532.363949906938,9518.85,13.513949906937341
207,2017-02-15 12:32:19.230817,9532.30303673014,9519.03,13.27303673013921
208,2017-02-15 12:32:20.870916,9532.30303673014,9518.88,13.423036730140666
209,2017-02-15 12:32:22.086104,9532.363949906938,9518.88,13.483949906938506
210,2017-02-15 12:32:23.276466,9532.363949906938,9518.88,13.483949906938506
211,2017-02-15 12:32:24.641052,9532.424863083734,9518.94,13.484863083733217
212,2017-02-15 12:32:26.506531,9532.363949906938,9518.88,13.483949906938506
213,2017-02-15 12:32:27.786300,9532.363949906938,9518.82,13.543949906937996
214,2017-02-15 12:32:29.021287,9532.363949906938,9518.71,13.653949906938578
215,2017-02-15 12:32:30.801216,9532.363949906938,9518.71,13.653949906938578
216,2017-02-15 12:32:32.088732,9532.363949906938,9518.66,13.70394990693785
217,2017-02-15 12:32:35.634613,9532.8512553213,9518.87,13.981255321299614
218,2017-02-15 12:32:37.662819,9533.033994851688,9518.98,14.053994851688913
219,2017-02-15 12:32:38.969500,9533.033994851688,9518.94,14.093994851687967
